experiment,subject,english,age,sex,condition,trial_type,word,response
2,exp2_82,95,4.37,female,Implausible,Exposure,house_nose,Plausible
2,exp2_82,95,4.37,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_82,95,4.37,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_82,95,4.37,female,Implausible,Test,vanfan,Implausible
2,exp2_82,95,4.37,female,Implausible,Test,tiedie,Plausible
2,exp2_82,95,4.37,female,Implausible,Test,capcup,Implausible
2,exp2_82,95,4.37,female,Implausible,Test,goatscoats,Implausible
2,exp2_82,95,4.37,female,Implausible,Test,penpan,Plausible
2,exp2_82,95,4.37,female,Implausible,Test,ballbowl,Implausible
2,exp2_82,95,4.37,female,Implausible,Test,bugsbags,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,book_plane,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,house_nose,Implausible
2,exp2_83,75,4.94,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_83,75,4.94,female,Implausible,Test,bugsbags,Plausible
2,exp2_83,75,4.94,female,Implausible,Test,goatscoats,Implausible
2,exp2_83,75,4.94,female,Implausible,Test,capcup,Implausible
2,exp2_83,75,4.94,female,Implausible,Test,vanfan,Implausible
2,exp2_83,75,4.94,female,Implausible,Test,penpan,Plausible
2,exp2_83,75,4.94,female,Implausible,Test,tiedie,Implausible
2,exp2_83,75,4.94,female,Implausible,Test,ballbowl,Implausible
2,exp2_84,95,4.45,female,Implausible,Exposure,shark_racecar,Plausible
2,exp2_84,95,4.45,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_84,95,4.45,female,Implausible,Exposure,knife_camel,Plausible
2,exp2_84,95,4.45,female,Implausible,Exposure,house_nose,Plausible
2,exp2_84,95,4.45,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_84,95,4.45,female,Implausible,Exposure,book_plane,Plausible
2,exp2_84,95,4.45,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_84,95,4.45,female,Implausible,Exposure,flowers_donut,Plausible
2,exp2_84,95,4.45,female,Implausible,Test,ballbowl,Implausible
2,exp2_84,95,4.45,female,Implausible,Test,bugsbags,Implausible
2,exp2_84,95,4.45,female,Implausible,Test,capcup,Plausible
2,exp2_84,95,4.45,female,Implausible,Test,vanfan,Implausible
2,exp2_84,95,4.45,female,Implausible,Test,goatscoats,Plausible
2,exp2_84,95,4.45,female,Implausible,Test,tiedie,Plausible
2,exp2_84,95,4.45,female,Implausible,Test,penpan,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,house_door,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,knife_fork,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,book_table,Plausible
2,exp2_85,75,4.59,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_85,75,4.59,female,Plausible,Test,vanfan,Implausible
2,exp2_85,75,4.59,female,Plausible,Test,capcup,Plausible
2,exp2_85,75,4.59,female,Plausible,Test,penpan,Plausible
2,exp2_85,75,4.59,female,Plausible,Test,bugsbags,Implausible
2,exp2_85,75,4.59,female,Plausible,Test,ballbowl,Implausible
2,exp2_85,75,4.59,female,Plausible,Test,tiedie,Plausible
2,exp2_85,75,4.59,female,Plausible,Test,goatscoats,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,book_plane,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,bread_ketchup,Plausible
2,exp2_86,100,4.1,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,house_nose,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_86,100,4.1,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_86,100,4.1,female,Implausible,Test,ballbowl,Plausible
2,exp2_86,100,4.1,female,Implausible,Test,capcup,Implausible
2,exp2_86,100,4.1,female,Implausible,Test,penpan,Implausible
2,exp2_86,100,4.1,female,Implausible,Test,tiedie,Implausible
2,exp2_86,100,4.1,female,Implausible,Test,bugsbags,Implausible
2,exp2_86,100,4.1,female,Implausible,Test,vanfan,Plausible
2,exp2_86,100,4.1,female,Implausible,Test,goatscoats,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,flowers_basket,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,house_door,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,wooden_blocks,Implausible
2,exp2_87,100,4.4,male,Plausible,Exposure,cat_kittens,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,book_table,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,shark_fish,Plausible
2,exp2_87,100,4.4,male,Plausible,Exposure,knife_fork,Plausible
2,exp2_87,100,4.4,male,Plausible,Test,capcup,Plausible
2,exp2_87,100,4.4,male,Plausible,Test,goatscoats,Plausible
2,exp2_87,100,4.4,male,Plausible,Test,vanfan,Implausible
2,exp2_87,100,4.4,male,Plausible,Test,tiedie,Plausible
2,exp2_87,100,4.4,male,Plausible,Test,penpan,Implausible
2,exp2_87,100,4.4,male,Plausible,Test,bugsbags,Implausible
2,exp2_87,100,4.4,male,Plausible,Test,ballbowl,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,house_door,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,knife_fork,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,book_table,Plausible
2,exp2_88,100,5.25,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_88,100,5.25,female,Plausible,Test,penpan,Plausible
2,exp2_88,100,5.25,female,Plausible,Test,ballbowl,Plausible
2,exp2_88,100,5.25,female,Plausible,Test,vanfan,Plausible
2,exp2_88,100,5.25,female,Plausible,Test,goatscoats,Implausible
2,exp2_88,100,5.25,female,Plausible,Test,bugsbags,Implausible
2,exp2_88,100,5.25,female,Plausible,Test,tiedie,Plausible
2,exp2_88,100,5.25,female,Plausible,Test,capcup,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,book_table,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,house_door,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_89,100,5.15,female,Plausible,Exposure,flowers_basket,Implausible
2,exp2_89,100,5.15,female,Plausible,Exposure,knife_fork,Plausible
2,exp2_89,100,5.15,female,Plausible,Test,tiedie,Plausible
2,exp2_89,100,5.15,female,Plausible,Test,bugsbags,Implausible
2,exp2_89,100,5.15,female,Plausible,Test,goatscoats,Plausible
2,exp2_89,100,5.15,female,Plausible,Test,capcup,Plausible
2,exp2_89,100,5.15,female,Plausible,Test,penpan,Plausible
2,exp2_89,100,5.15,female,Plausible,Test,ballbowl,Implausible
2,exp2_89,100,5.15,female,Plausible,Test,vanfan,Implausible
2,exp2_90,95,4.88,male,Plausible,Exposure,book_table,Implausible
2,exp2_90,95,4.88,male,Plausible,Exposure,shark_fish,Implausible
2,exp2_90,95,4.88,male,Plausible,Exposure,house_door,Implausible
2,exp2_90,95,4.88,male,Plausible,Exposure,knife_fork,Plausible
2,exp2_90,95,4.88,male,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_90,95,4.88,male,Plausible,Exposure,flowers_basket,Plausible
2,exp2_90,95,4.88,male,Plausible,Exposure,cat_kittens,Plausible
2,exp2_90,95,4.88,male,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_90,95,4.88,male,Plausible,Test,bugsbags,Implausible
2,exp2_90,95,4.88,male,Plausible,Test,vanfan,Plausible
2,exp2_90,95,4.88,male,Plausible,Test,goatscoats,Plausible
2,exp2_90,95,4.88,male,Plausible,Test,ballbowl,Implausible
2,exp2_90,95,4.88,male,Plausible,Test,capcup,Implausible
2,exp2_90,95,4.88,male,Plausible,Test,penpan,Plausible
2,exp2_90,95,4.88,male,Plausible,Test,tiedie,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,knife_fork,Implausible
2,exp2_91,75,3.64,female,Plausible,Exposure,house_door,Plausible
2,exp2_91,75,3.64,female,Plausible,Exposure,book_table,Implausible
2,exp2_91,75,3.64,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_91,75,3.64,female,Plausible,Test,vanfan,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,bugsbags,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,tiedie,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,penpan,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,ballbowl,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,capcup,Implausible
2,exp2_91,75,3.64,female,Plausible,Test,goatscoats,Implausible
2,exp2_92,100,5.2,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,flowers_basket,Implausible
2,exp2_92,100,5.2,female,Plausible,Exposure,book_table,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,house_door,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,knife_fork,Plausible
2,exp2_92,100,5.2,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_92,100,5.2,female,Plausible,Test,bugsbags,Implausible
2,exp2_92,100,5.2,female,Plausible,Test,capcup,Implausible
2,exp2_92,100,5.2,female,Plausible,Test,vanfan,Implausible
2,exp2_92,100,5.2,female,Plausible,Test,goatscoats,Plausible
2,exp2_92,100,5.2,female,Plausible,Test,ballbowl,Plausible
2,exp2_92,100,5.2,female,Plausible,Test,penpan,Plausible
2,exp2_92,100,5.2,female,Plausible,Test,tiedie,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,knife_fork,Implausible
2,exp2_93,100,4.42,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,book_table,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,house_door,Plausible
2,exp2_93,100,4.42,female,Plausible,Exposure,wooden_blocks,Implausible
2,exp2_93,100,4.42,female,Plausible,Test,penpan,Plausible
2,exp2_93,100,4.42,female,Plausible,Test,tiedie,Plausible
2,exp2_93,100,4.42,female,Plausible,Test,goatscoats,Plausible
2,exp2_93,100,4.42,female,Plausible,Test,bugsbags,Plausible
2,exp2_93,100,4.42,female,Plausible,Test,vanfan,Plausible
2,exp2_93,100,4.42,female,Plausible,Test,capcup,Implausible
2,exp2_93,100,4.42,female,Plausible,Test,ballbowl,Plausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,knife_camel,Plausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,book_plane,Implausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,house_nose,Implausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,flowers_donut,Plausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,shark_racecar,Plausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_94,NA,3.71,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_94,NA,3.71,female,Implausible,Test,vanfan,Plausible
2,exp2_94,NA,3.71,female,Implausible,Test,ballbowl,Plausible
2,exp2_94,NA,3.71,female,Implausible,Test,goatscoats,Plausible
2,exp2_94,NA,3.71,female,Implausible,Test,tiedie,Implausible
2,exp2_94,NA,3.71,female,Implausible,Test,bugsbags,Implausible
2,exp2_94,NA,3.71,female,Implausible,Test,penpan,Plausible
2,exp2_94,NA,3.71,female,Implausible,Test,capcup,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,knife_fork,Implausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,book_table,Plausible
2,exp2_95,NA,3.71,female,Plausible,Exposure,house_door,Plausible
2,exp2_95,NA,3.71,female,Plausible,Test,penpan,Plausible
2,exp2_95,NA,3.71,female,Plausible,Test,goatscoats,Plausible
2,exp2_95,NA,3.71,female,Plausible,Test,capcup,Implausible
2,exp2_95,NA,3.71,female,Plausible,Test,vanfan,Plausible
2,exp2_95,NA,3.71,female,Plausible,Test,bugsbags,Implausible
2,exp2_95,NA,3.71,female,Plausible,Test,ballbowl,Plausible
2,exp2_95,NA,3.71,female,Plausible,Test,tiedie,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,house_nose,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,book_plane,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_96,100,5.19,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_96,100,5.19,female,Implausible,Test,capcup,Implausible
2,exp2_96,100,5.19,female,Implausible,Test,bugsbags,Implausible
2,exp2_96,100,5.19,female,Implausible,Test,vanfan,Plausible
2,exp2_96,100,5.19,female,Implausible,Test,goatscoats,Implausible
2,exp2_96,100,5.19,female,Implausible,Test,penpan,Implausible
2,exp2_96,100,5.19,female,Implausible,Test,tiedie,Plausible
2,exp2_96,100,5.19,female,Implausible,Test,ballbowl,Implausible
2,exp2_97,95,4.03,female,Implausible,Exposure,flowers_donut,Plausible
2,exp2_97,95,4.03,female,Implausible,Exposure,knife_camel,Plausible
2,exp2_97,95,4.03,female,Implausible,Exposure,book_plane,Plausible
2,exp2_97,95,4.03,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_97,95,4.03,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_97,95,4.03,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_97,95,4.03,female,Implausible,Exposure,house_nose,Implausible
2,exp2_97,95,4.03,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_97,95,4.03,female,Implausible,Test,ballbowl,Plausible
2,exp2_97,95,4.03,female,Implausible,Test,goatscoats,Plausible
2,exp2_97,95,4.03,female,Implausible,Test,tiedie,Plausible
2,exp2_97,95,4.03,female,Implausible,Test,vanfan,Implausible
2,exp2_97,95,4.03,female,Implausible,Test,penpan,Implausible
2,exp2_97,95,4.03,female,Implausible,Test,capcup,Plausible
2,exp2_97,95,4.03,female,Implausible,Test,bugsbags,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,shark_racecar,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,wooden_apples,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,cat_hammers,Plausible
2,exp2_98,100,5.78,male,Implausible,Exposure,knife_camel,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,book_plane,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,flowers_donut,Implausible
2,exp2_98,100,5.78,male,Implausible,Exposure,house_nose,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,penpan,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,tiedie,Plausible
2,exp2_98,100,5.78,male,Implausible,Test,capcup,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,ballbowl,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,vanfan,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,goatscoats,Implausible
2,exp2_98,100,5.78,male,Implausible,Test,bugsbags,Implausible
2,exp2_99,100,4.78,male,Implausible,Exposure,flowers_donut,Implausible
2,exp2_99,100,4.78,male,Implausible,Exposure,book_plane,Plausible
2,exp2_99,100,4.78,male,Implausible,Exposure,wooden_apples,Implausible
2,exp2_99,100,4.78,male,Implausible,Exposure,house_nose,Plausible
2,exp2_99,100,4.78,male,Implausible,Exposure,shark_racecar,Plausible
2,exp2_99,100,4.78,male,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_99,100,4.78,male,Implausible,Exposure,knife_camel,Plausible
2,exp2_99,100,4.78,male,Implausible,Exposure,cat_hammers,Implausible
2,exp2_99,100,4.78,male,Implausible,Test,goatscoats,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,bugsbags,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,tiedie,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,vanfan,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,penpan,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,ballbowl,Plausible
2,exp2_99,100,4.78,male,Implausible,Test,capcup,Plausible
2,exp2_100,95,4.54,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,book_plane,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,house_nose,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_100,95,4.54,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,vanfan,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,ballbowl,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,bugsbags,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,tiedie,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,goatscoats,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,penpan,Implausible
2,exp2_100,95,4.54,female,Implausible,Test,capcup,Implausible
2,exp2_101,95,4.78,female,Plausible,Exposure,shark_fish,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,book_table,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,house_door,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,knife_fork,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,flowers_basket,Plausible
2,exp2_101,95,4.78,female,Plausible,Exposure,cat_kittens,Plausible
2,exp2_101,95,4.78,female,Plausible,Test,vanfan,Implausible
2,exp2_101,95,4.78,female,Plausible,Test,bugsbags,Implausible
2,exp2_101,95,4.78,female,Plausible,Test,ballbowl,Implausible
2,exp2_101,95,4.78,female,Plausible,Test,penpan,Plausible
2,exp2_101,95,4.78,female,Plausible,Test,tiedie,Implausible
2,exp2_101,95,4.78,female,Plausible,Test,capcup,Implausible
2,exp2_101,95,4.78,female,Plausible,Test,goatscoats,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,bread_ketchup,Plausible
2,exp2_102,95,4.78,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,book_plane,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,house_nose,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_102,95,4.78,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,ballbowl,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,capcup,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,goatscoats,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,penpan,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,vanfan,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,tiedie,Implausible
2,exp2_102,95,4.78,female,Implausible,Test,bugsbags,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,bread_ketchup,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,book_plane,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_103,100,4.51,female,Implausible,Exposure,house_nose,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,vanfan,Plausible
2,exp2_103,100,4.51,female,Implausible,Test,penpan,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,ballbowl,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,bugsbags,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,capcup,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,goatscoats,Implausible
2,exp2_103,100,4.51,female,Implausible,Test,tiedie,Implausible
2,exp2_104,100,3.02,female,Implausible,Exposure,house_nose,Plausible
2,exp2_104,100,3.02,female,Implausible,Exposure,flowers_donut,Implausible
2,exp2_104,100,3.02,female,Implausible,Exposure,cat_hammers,Implausible
2,exp2_104,100,3.02,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_104,100,3.02,female,Implausible,Exposure,book_plane,Implausible
2,exp2_104,100,3.02,female,Implausible,Exposure,knife_camel,Plausible
2,exp2_104,100,3.02,female,Implausible,Exposure,bread_ketchup,Plausible
2,exp2_104,100,3.02,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_104,100,3.02,female,Implausible,Test,penpan,Plausible
2,exp2_104,100,3.02,female,Implausible,Test,goatscoats,Plausible
2,exp2_104,100,3.02,female,Implausible,Test,tiedie,Implausible
2,exp2_104,100,3.02,female,Implausible,Test,bugsbags,Implausible
2,exp2_104,100,3.02,female,Implausible,Test,capcup,Implausible
2,exp2_104,100,3.02,female,Implausible,Test,vanfan,Implausible
2,exp2_104,100,3.02,female,Implausible,Test,ballbowl,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,shark_fish,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,cat_kittens,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,book_table,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,house_door,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,flowers_basket,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,knife_fork,Plausible
2,exp2_105,95,4.77,male,Plausible,Exposure,wooden_blocks,Implausible
2,exp2_105,95,4.77,male,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,penpan,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,ballbowl,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,tiedie,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,capcup,Implausible
2,exp2_105,95,4.77,male,Plausible,Test,bugsbags,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,goatscoats,Plausible
2,exp2_105,95,4.77,male,Plausible,Test,vanfan,Implausible
2,exp2_106,95,4.8,female,Implausible,Exposure,knife_camel,Implausible
2,exp2_106,95,4.8,female,Implausible,Exposure,shark_racecar,Implausible
2,exp2_106,95,4.8,female,Implausible,Exposure,bread_ketchup,Plausible
2,exp2_106,95,4.8,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_106,95,4.8,female,Implausible,Exposure,cat_hammers,Plausible
2,exp2_106,95,4.8,female,Implausible,Exposure,book_plane,Plausible
2,exp2_106,95,4.8,female,Implausible,Exposure,house_nose,Plausible
2,exp2_106,95,4.8,female,Implausible,Exposure,flowers_donut,Plausible
2,exp2_106,95,4.8,female,Implausible,Test,capcup,Plausible
2,exp2_106,95,4.8,female,Implausible,Test,ballbowl,Implausible
2,exp2_106,95,4.8,female,Implausible,Test,bugsbags,Plausible
2,exp2_106,95,4.8,female,Implausible,Test,vanfan,Implausible
2,exp2_106,95,4.8,female,Implausible,Test,penpan,Implausible
2,exp2_106,95,4.8,female,Implausible,Test,goatscoats,Plausible
2,exp2_106,95,4.8,female,Implausible,Test,tiedie,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,flowers_basket,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,knife_fork,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,shark_fish,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,bread_peanutbutter,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,book_table,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,cat_kittens,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,house_door,Plausible
2,exp2_107,95,4.6,male,Plausible,Exposure,wooden_blocks,Plausible
2,exp2_107,95,4.6,male,Plausible,Test,goatscoats,Implausible
2,exp2_107,95,4.6,male,Plausible,Test,penpan,Plausible
2,exp2_107,95,4.6,male,Plausible,Test,ballbowl,Plausible
2,exp2_107,95,4.6,male,Plausible,Test,capcup,Implausible
2,exp2_107,95,4.6,male,Plausible,Test,bugsbags,Implausible
2,exp2_107,95,4.6,male,Plausible,Test,vanfan,Implausible
2,exp2_107,95,4.6,male,Plausible,Test,tiedie,Plausible
2,exp2_108,100,4.36,female,Implausible,Exposure,wooden_apples,Implausible
2,exp2_108,100,4.36,female,Implausible,Exposure,house_nose,Implausible
2,exp2_108,100,4.36,female,Implausible,Exposure,cat_hammers,Plausible
