"experiment","group","subject","age","sex","condition","noise","trial_type","word","response"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","coats_horses","Plausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","marker_cup","Plausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_38",5.92,"female","Implausible","Noisy","Test","carrots_bees","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","worms_bags","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","carrots_bees","Plausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_39",4.88,"female","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","wooden_apples","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","carrots_bees","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","paper_pan","Implausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_40",4.55,"female","Implausible","Noisy","Test","beach_bowl","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","wooden_apples","Plausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","beach_bowl","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","worms_bags","Plausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","paper_pan","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","coats_horses","Plausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_41",4.62,"male","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_42",4.07,"male","Implausible","Noisy","Test","marker_cup","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","worms_bags","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","carrots_bees","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","marker_cup","Plausible"
2,"child","child_43",5.84,"male","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","wooden_apples","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","coats_horses","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_44",4.8,"female","Implausible","Noisy","Test","marker_cup","Plausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","paper_pan","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","beach_bowl","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_45",5.25,"female","Implausible","Noisy","Test","coats_horses","Plausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_46",5.83,"female","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","paper_pan","Implausible"
2,"child","child_47",4.91,"male","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","beach_bowl","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","fan_airport","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","paper_pan","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","shirt_die","Implausible"
2,"child","child_48",4.64,"NaN","Implausible","Noisy","Test","worms_bags","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","house_nose","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","book_plane","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","worms_bags","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","coats_horses","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","carrots_bees","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","beach_bowl","Implausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_49",5.49,"female","Implausible","Noisy","Test","marker_cup","Implausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","book_plane","Implausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","shark_racecar","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","house_nose","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","wooden_apples","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","worms_bags","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","beach_bowl","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","carrots_bees","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","marker_cup","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","fan_airport","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","coats_horses","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","shirt_die","Plausible"
2,"child","child_50",5.27,"male","Implausible","Noisy","Test","paper_pan","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","carrots_peas","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_51",5.37,"male","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","house_nose","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","marker_cap","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","carrots_peas","Implausible"
2,"child","child_52",4.63,"NaN","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_53",5.06,"male","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","flowers_donut","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","book_plane","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","house_nose","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","shark_racecar","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_54",4.36,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_55",4.15,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","cat_hammers","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Exposure","book_plane","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","worms_bugs","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","goats_horses","Implausible"
2,"child","child_56",4.31,"male","Control","Noisy","Test","marker_cap","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","book_plane","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","van_airport","Implausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_57",5.5,"female","Control","Noisy","Test","beach_ball","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","bread_ketchup","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","cat_hammers","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","book_plane","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","knife_camel","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","worms_bugs","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","van_airport","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","goats_horses","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","beach_ball","Implausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","shirt_tie","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","paper_pen","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","carrots_peas","Plausible"
2,"child","child_58",5.66,"female","Control","Noisy","Test","marker_cap","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","bread_ketchup","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","flowers_donut","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","shark_racecar","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","knife_camel","Plausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","wooden_apples","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","house_nose","Implausible"
2,"child","child_59",5.81,"NaN","Control","Noisy","Exposure","book_plane","Plausible"
